"Municipality","Age","2011 Natives Males","2011 Natives Females","2011 Immigrants Males","2011 Immigrants Females","2021 Natives Males","2021 Natives Females","2021 Immigrants Males","2021 Immigrants Females"
"Eyjafjardarsveit","106 years",..,..,..,..,..,..,..,..
"Eyjafjardarsveit","107 years",..,..,..,..,..,..,..,..
"Eyjafjardarsveit","108 years",..,..,..,..,..,..,..,..
"Horgarsveit","In 1st year",8,6,..,..,9,8,..,..
"Horgarsveit","1 years",14,8,..,..,8,15,..,1
"Horgarsveit","2 years",14,12,..,..,6,10,..,..
"Horgarsveit","3 years",5,10,..,..,13,7,..,1
"Horgarsveit","4 years",10,5,..,..,13,9,..,..
"Horgarsveit","5 years",3,11,..,..,10,12,1,..
"Horgarsveit","6 years",11,4,..,1,11,13,..,..
"Horgarsveit","7 years",11,9,..,..,8,8,..,..
"Horgarsveit","8 years",8,7,..,..,11,16,1,..
"Horgarsveit","9 years",8,13,..,1,9,9,2,2
"Horgarsveit","10 years",9,18,..,1,16,7,..,..
"Horgarsveit","11 years",12,13,..,..,13,9,..,1
"Horgarsveit","12 years",15,10,2,1,7,13,..,1
"Horgarsveit","13 years",13,10,..,1,9,8,..,..
"Horgarsveit","14 years",14,17,..,..,4,13,..,..
"Horgarsveit","15 years",21,21,..,..,12,6,..,1
"Horgarsveit","16 years",15,17,..,1,7,9,1,1
"Horgarsveit","17 years",17,18,..,..,11,8,..,..
"Horgarsveit","18 years",10,17,..,..,7,10,..,2
"Horgarsveit","19 years",14,13,..,1,7,15,..,..
"Horgarsveit","20 years",13,9,..,..,10,9,..,..
"Horgarsveit","21 years",18,10,1,..,11,8,2,2
"Horgarsveit","22 years",15,10,1,1,14,7,..,1
"Horgarsveit","23 years",13,15,1,..,10,5,..,..
"Horgarsveit","24 years",11,10,2,..,14,12,2,2
"Horgarsveit","25 years",14,5,1,..,7,11,4,3
"Horgarsveit","26 years",12,5,2,1,11,8,3,4
"Horgarsveit","27 years",11,8,1,2,5,8,1,..
"Horgarsveit","28 years",14,4,2,2,8,7,..,1
"Horgarsveit","29 years",11,10,..,1,5,7,..,2
"Horgarsveit","30 years",8,6,..,..,11,10,2,1
"Horgarsveit","31 years",7,8,3,1,13,9,4,3
"Horgarsveit","32 years",14,8,..,1,7,13,..,1
"Horgarsveit","33 years",4,5,2,1,8,10,6,1
"Horgarsveit","34 years",7,7,1,2,15,9,4,2
"Horgarsveit","35 years",8,7,..,2,12,12,2,3
"Horgarsveit","36 years",2,5,2,1,9,10,2,4
"Horgarsveit","37 years",13,12,..,1,15,5,4,2
"Horgarsveit","38 years",9,11,3,1,12,11,1,1
"Horgarsveit","39 years",12,9,1,..,8,10,1,1
"Horgarsveit","40 years",12,7,1,1,7,13,5,2
"Horgarsveit","41 years",4,10,2,..,15,8,2,1
"Horgarsveit","42 years",7,9,1,..,9,9,1,3
"Horgarsveit","43 years",8,10,..,1,9,5,..,2
"Horgarsveit","44 years",14,12,..,..,7,7,2,1
"Horgarsveit","45 years",11,18,..,1,3,4,2,1
"Horgarsveit","46 years",17,18,..,..,11,10,..,1
"Horgarsveit","47 years",13,13,1,..,10,11,2,2
"Horgarsveit","48 years",19,14,2,..,10,7,1,..
"Horgarsveit","49 years",8,16,1,..,10,6,2,1
"Horgarsveit","50 years",17,18,..,..,3,9,3,2
"Horgarsveit","51 years",18,22,..,..,5,10,1,1
"Horgarsveit","52 years",21,19,..,1,8,9,..,2
"Horgarsveit","53 years",15,7,..,1,13,10,1,..
"Horgarsveit","54 years",14,14,..,..,11,17,..,2
"Horgarsveit","55 years",15,9,..,..,18,22,..,..
"Horgarsveit","56 years",16,14,..,..,13,14,1,..
"Horgarsveit","57 years",11,13,1,..,19,14,1,..
"Horgarsveit","58 years",13,9,..,..,7,14,1,..
"Horgarsveit","59 years",14,11,..,..,19,21,..,..
"Horgarsveit","60 years",9,11,..,..,16,20,1,..
"Horgarsveit","61 years",15,13,1,..,16,18,1,2
"Horgarsveit","62 years",14,13,..,..,15,6,..,..
"Horgarsveit","63 years",16,12,..,..,14,13,..,1
"Horgarsveit","64 years",15,12,..,..,15,9,..,..
"Horgarsveit","65 years",14,3,..,..,19,13,..,..
"Horgarsveit","66 years",11,8,..,..,10,13,1,..
"Horgarsveit","67 years",14,11,..,..,17,8,..,..
"Horgarsveit","68 years",4,14,..,..,12,9,..,..
"Horgarsveit","69 years",14,10,..,..,10,12,..,..
"Horgarsveit","70 years",14,16,1,..,14,12,1,..
"Horgarsveit","71 years",9,11,..,..,10,10,..,..
"Horgarsveit","72 years",6,12,..,..,17,11,..,..
"Horgarsveit","73 years",13,10,..,..,14,11,..,..
"Horgarsveit","74 years",10,11,1,..,12,6,..,..
"Horgarsveit","75 years",8,10,..,..,11,9,..,..
"Horgarsveit","76 years",4,7,..,..,16,8,..,..
"Horgarsveit","77 years",5,6,..,2,3,13,..,..
"Horgarsveit","78 years",8,7,..,1,9,8,..,..
"Horgarsveit","79 years",7,10,..,..,11,9,1,..
"Horgarsveit","80 years",7,7,..,..,8,10,..,..
"Horgarsveit","81 years",7,7,..,1,6,7,..,..
"Horgarsveit","82 years",11,8,..,..,8,6,..,..
"Horgarsveit","83 years",3,8,..,..,8,8,1,..
"Horgarsveit","84 years",4,2,..,..,4,9,..,..
"Horgarsveit","85 years",5,8,..,..,2,4,..,..
"Horgarsveit","86 years",2,2,..,..,3,1,..,1
"Horgarsveit","87 years",1,5,..,..,6,3,..,..
"Horgarsveit","88 years",3,8,..,..,3,5,..,..
"Horgarsveit","89 years",3,4,..,..,2,4,..,..
"Horgarsveit","90 years",..,2,..,..,1,4,..,1
"Horgarsveit","91 years",2,2,..,..,1,..,..,..
"Horgarsveit","92 years",1,..,..,..,..,2,..,..
"Horgarsveit","93 years",2,2,..,..,..,..,..,..
"Horgarsveit","94 years",..,2,..,..,..,2,..,..
"Horgarsveit","95 years",..,1,..,..,..,..,..,..
"Horgarsveit","96 years",..,..,..,..,..,1,..,..
"Horgarsveit","97 years",..,..,..,..,..,1,..,..
"Horgarsveit","98 years",..,..,..,..,..,1,..,..
"Horgarsveit","99 years",..,..,..,..,..,1,..,..
"Horgarsveit","100 years",..,..,..,..,..,..,..,..
"Horgarsveit","101 years",..,..,..,..,..,..,..,..
"Horgarsveit","102 years",..,..,..,..,..,..,..,..
"Horgarsveit","103 years",..,1,..,..,..,..,..,..
"Horgarsveit","104 years",..,..,..,..,..,1,..,..
"Horgarsveit","105 years",..,..,..,..,..,..,..,..
"Horgarsveit","106 years",..,..,..,..,..,..,..,..
"Horgarsveit","107 years",..,..,..,..,..,..,..,..
"Horgarsveit","108 years",..,..,..,..,..,..,..,..
"Svalbardsstrandarhreppur","In 1st year",29,24,..,..,25,25,..,..
"Svalbardsstrandarhreppur","1 years",34,37,1,..,30,35,1,..
"Svalbardsstrandarhreppur","2 years",41,32,..,1,26,25,..,..
"Svalbardsstrandarhreppur","3 years",28,32,2,1,24,31,1,..
"Svalbardsstrandarhreppur","4 years",24,26,2,..,43,36,..,1
"Svalbardsstrandarhreppur","5 years",36,32,3,..,45,29,1,1
"Svalbardsstrandarhreppur","6 years",30,21,1,2,36,33,4,3
"Svalbardsstrandarhreppur","7 years",37,31,2,1,35,33,..,1
"Svalbardsstrandarhreppur","8 years",35,16,1,..,40,42,..,..
"Svalbardsstrandarhreppur","9 years",28,28,..,2,31,22,2,2
"Svalbardsstrandarhreppur","10 years",19,34,..,2,36,40,1,1
"Svalbardsstrandarhreppur","11 years",33,41,1,2,41,38,1,2
"Svalbardsstrandarhreppur","12 years",38,28,1,2,30,27,2,3
"Svalbardsstrandarhreppur","13 years",28,35,3,3,26,26,4,1
"Svalbardsstrandarhreppur","14 years",35,29,..,2,31,25,1,4
"Svalbardsstrandarhreppur","15 years",44,36,..,1,32,24,2,1
"Svalbardsstrandarhreppur","16 years",42,40,3,1,30,32,4,1
"Svalbardsstrandarhreppur","17 years",29,23,7,1,33,17,6,4
"Svalbardsstrandarhreppur","18 years",29,30,2,4,25,24,1,3
"Svalbardsstrandarhreppur","19 years",28,28,3,5,11,33,1,6
"Svalbardsstrandarhreppur","20 years",32,30,5,1,28,35,3,6
"Svalbardsstrandarhreppur","21 years",30,15,4,2,30,21,2,2
"Svalbardsstrandarhreppur","22 years",35,30,6,4,28,32,8,7
"Svalbardsstrandarhreppur","23 years",28,24,5,5,21,18,3,5
"Svalbardsstrandarhreppur","24 years",26,23,2,4,28,29,10,8
"Svalbardsstrandarhreppur","25 years",34,16,4,7,34,22,13,8
"Svalbardsstrandarhreppur","26 years",23,28,8,5,19,13,15,14
"Svalbardsstrandarhreppur","27 years",28,24,4,5,23,28,13,11
"Svalbardsstrandarhreppur","28 years",39,23,7,7,27,15,17,10
"Svalbardsstrandarhreppur","29 years",27,29,8,2,22,21,12,7
"Svalbardsstrandarhreppur","30 years",30,25,9,6,20,19,11,8
"Svalbardsstrandarhreppur","31 years",25,23,7,8,32,34,11,10
"Svalbardsstrandarhreppur","32 years",23,18,10,4,30,21,10,9
"Svalbardsstrandarhreppur","33 years",30,18,3,6,21,25,11,11
"Svalbardsstrandarhreppur","34 years",27,21,9,3,27,17,15,11
"Svalbardsstrandarhreppur","35 years",25,14,3,7,19,29,12,14
"Svalbardsstrandarhreppur","36 years",24,18,3,5,28,22,6,7
"Svalbardsstrandarhreppur","37 years",21,20,8,1,32,28,15,12
"Svalbardsstrandarhreppur","38 years",33,17,6,6,29,25,15,8
"Svalbardsstrandarhreppur","39 years",22,23,7,3,33,23,12,6
"Svalbardsstrandarhreppur","40 years",22,24,4,7,22,17,10,9
"Svalbardsstrandarhreppur","41 years",26,27,12,2,21,16,7,7
"Svalbardsstrandarhreppur","42 years",26,35,11,7,30,22,7,9
"Svalbardsstrandarhreppur","43 years",29,23,5,6,15,17,11,5
"Svalbardsstrandarhreppur","44 years",30,29,6,6,21,9,7,6
"Svalbardsstrandarhreppur","45 years",28,24,9,4,18,14,6,8
"Svalbardsstrandarhreppur","46 years",33,29,7,6,15,15,11,7
"Svalbardsstrandarhreppur","47 years",30,30,..,5,28,20,10,11
"Svalbardsstrandarhreppur","48 years",37,28,5,3,16,22,6,7
"Svalbardsstrandarhreppur","49 years",33,21,5,..,20,20,6,10
"Svalbardsstrandarhreppur","50 years",37,35,7,2,28,20,6,4
"Svalbardsstrandarhreppur","51 years",26,32,2,3,26,27,8,7
"Svalbardsstrandarhreppur","52 years",34,28,7,2,24,25,5,12
"Svalbardsstrandarhreppur","53 years",26,26,2,5,27,25,9,6
"Svalbardsstrandarhreppur","54 years",41,19,7,2,29,17,10,3
"Svalbardsstrandarhreppur","55 years",28,20,5,3,30,27,2,6
"Svalbardsstrandarhreppur","56 years",23,19,7,2,28,25,2,9
"Svalbardsstrandarhreppur","57 years",30,16,4,1,32,23,7,5
"Svalbardsstrandarhreppur","58 years",38,18,3,2,28,26,9,2
"Svalbardsstrandarhreppur","59 years",23,25,..,4,33,29,9,1
"Svalbardsstrandarhreppur","60 years",29,14,2,3,25,26,3,2
"Svalbardsstrandarhreppur","61 years",31,21,3,1,28,27,5,4
"Svalbardsstrandarhreppur","62 years",23,28,3,1,22,25,2,4
"Svalbardsstrandarhreppur","63 years",22,26,1,2,37,18,11,3
"Svalbardsstrandarhreppur","64 years",25,15,2,1,26,19,3,4
"Svalbardsstrandarhreppur","65 years",20,25,..,..,18,16,3,2
"Svalbardsstrandarhreppur","66 years",22,22,2,..,27,16,4,2
"Svalbardsstrandarhreppur","67 years",24,15,..,..,34,15,1,2
"Svalbardsstrandarhreppur","68 years",27,23,..,..,19,18,..,2
"Svalbardsstrandarhreppur","69 years",20,9,..,1,24,14,..,2
"Svalbardsstrandarhreppur","70 years",19,19,..,..,29,23,1,..
"Svalbardsstrandarhreppur","71 years",14,6,..,..,23,23,1,2
"Svalbardsstrandarhreppur","72 years",6,12,1,..,22,23,1,..
"Svalbardsstrandarhreppur","73 years",8,14,..,..,23,12,..,..
"Svalbardsstrandarhreppur","74 years",13,10,..,..,20,22,..,..
"Svalbardsstrandarhreppur","75 years",21,16,..,1,20,20,1,..
"Svalbardsstrandarhreppur","76 years",14,9,1,..,19,14,..,..
"Svalbardsstrandarhreppur","77 years",8,8,..,..,22,22,..,..
"Svalbardsstrandarhreppur","78 years",13,7,..,1,19,11,..,1
"Svalbardsstrandarhreppur","79 years",10,5,..,..,11,14,..,..
"Svalbardsstrandarhreppur","80 years",5,4,..,..,7,2,..,..
"Svalbardsstrandarhreppur","81 years",9,7,..,..,3,8,..,..
"Svalbardsstrandarhreppur","82 years",9,6,..,1,5,11,..,..
"Svalbardsstrandarhreppur","83 years",7,9,1,1,9,6,..,..
"Svalbardsstrandarhreppur","84 years",6,6,..,..,8,14,..,1
"Svalbardsstrandarhreppur","85 years",3,12,..,..,4,10,..,..
"Svalbardsstrandarhreppur","86 years",5,9,..,1,3,7,..,..
"Svalbardsstrandarhreppur","87 years",6,6,..,1,9,7,..,1
"Svalbardsstrandarhreppur","88 years",3,9,..,..,6,4,..,..
"Svalbardsstrandarhreppur","89 years",1,5,..,..,3,1,..,..
"Svalbardsstrandarhreppur","90 years",1,4,..,..,4,4,..,..
"Svalbardsstrandarhreppur","91 years",3,1,..,..,5,4,..,1
"Svalbardsstrandarhreppur","92 years",1,1,..,..,3,2,..,..
"Svalbardsstrandarhreppur","93 years",2,..,..,..,1,2,..,..
"Svalbardsstrandarhreppur","94 years",1,1,..,..,2,5,..,..
"Svalbardsstrandarhreppur","95 years",1,1,..,..,1,..,..,..
"Svalbardsstrandarhreppur","96 years",..,2,..,..,..,..,..,..
"Svalbardsstrandarhreppur","97 years",1,..,..,..,..,..,..,..
"Svalbardsstrandarhreppur","98 years",1,..,..,..,..,..,..,..
"Svalbardsstrandarhreppur","99 years",..,..,..,..,..,1,..,..
"Svalbardsstrandarhreppur","100 years",..,..,..,..,..,..,..,..
"Svalbardsstrandarhreppur","101 years",..,..,..,..,..,..,..,..
"Svalbardsstrandarhreppur","102 years",..,..,..,..,..,..,..,..
"Svalbardsstrandarhreppur","103 years",..,..,..,..,..,..,..,..
"Svalbardsstrandarhreppur","104 years",..,..,..,..,1,..,..,..
"Svalbardsstrandarhreppur","105 years",..,..,..,..,..,..,..,..
"Svalbardsstrandarhreppur","106 years",..,..,..,..,..,..,..,..
"Svalbardsstrandarhreppur","107 years",..,..,..,..,..,..,..,..
"Svalbardsstrandarhreppur","108 years",..,..,..,..,..,..,..,..
"Grytubakkahreppur","In 1st year",..,..,..,..,1,..,..,..
"Grytubakkahreppur","1 years",..,..,..,..,..,..,..,..
"Grytubakkahreppur","2 years",..,..,..,..,..,..,..,..
"Grytubakkahreppur","3 years",..,..,..,..,..,..,..,..
"Grytubakkahreppur","4 years",..,..,..,..,1,..,..,..
"Grytubakkahreppur","5 years",..,..,..,..,..,..,..,..
"Grytubakkahreppur","6 years",1,..,..,..,..,..,..,..
"Grytubakkahreppur","7 years",1,..,..,..,..,..,..,..
"Grytubakkahreppur","8 years",1,..,..,..,..,..,..,..
"Grytubakkahreppur","9 years",..,..,..,..,..,..,..,..
"Grytubakkahreppur","10 years",1,..,..,..,..,..,..,..
"Grytubakkahreppur","11 years",2,..,..,..,..,..,..,..
"Grytubakkahreppur","12 years",1,..,..,..,..,..,..,..
"Grytubakkahreppur","13 years",..,1,..,..,..,..,..,..
"Grytubakkahreppur","14 years",2,1,..,..,..,..,..,..
"Grytubakkahreppur","15 years",1,..,..,..,..,..,..,..
"Grytubakkahreppur","16 years",..,..,..,..,1,..,..,..
"Grytubakkahreppur","17 years",..,..,..,..,..,..,..,..
"Grytubakkahreppur","18 years",..,..,..,..,..,..,..,..
"Grytubakkahreppur","19 years",1,..,..,..,1,..,..,..
"Grytubakkahreppur","20 years",1,..,..,..,2,..,..,..
"Grytubakkahreppur","21 years",1,..,..,..,1,..,..,..
"Grytubakkahreppur","22 years",..,..,..,..,..,1,..,..
"Grytubakkahreppur","23 years",..,1,..,..,2,1,..,..
"Grytubakkahreppur","24 years",..,1,..,..,1,1,..,..
"Grytubakkahreppur","25 years",..,1,..,..,..,..,1,..
"Grytubakkahreppur","26 years",..,..,..,..,..,..,1,..
"Grytubakkahreppur","27 years",1,..,..,..,..,..,1,..
"Grytubakkahreppur","28 years",..,..,..,..,1,..,2,..
"Grytubakkahreppur","29 years",..,..,..,..,1,..,1,..
"Grytubakkahreppur","30 years",..,..,..,..,2,1,1,1
"Grytubakkahreppur","31 years",1,..,..,..,..,..,1,..
"Grytubakkahreppur","32 years",..,..,..,..,2,..,1,..
"Grytubakkahreppur","33 years",..,..,..,..,..,1,1,..
"Grytubakkahreppur","34 years",..,..,..,..,..,..,1,..
"Grytubakkahreppur","35 years",2,1,..,..,..,..,..,..
"Grytubakkahreppur","36 years",..,..,..,..,1,..,..,..
"Grytubakkahreppur","37 years",1,1,..,..,1,..,1,2
"Grytubakkahreppur","38 years",..,..,..,..,..,..,..,..
"Grytubakkahreppur","39 years",..,..,..,..,..,..,..,..
"Grytubakkahreppur","40 years",..,..,..,..,..,..,..,..
"Grytubakkahreppur","41 years",1,..,..,..,..,..,..,..
"Grytubakkahreppur","42 years",..,..,..,..,1,..,..,..
"Grytubakkahreppur","43 years",..,..,..,..,1,..,..,..
"Grytubakkahreppur","44 years",..,..,..,..,1,1,..,..
"Grytubakkahreppur","45 years",1,..,..,..,..,..,..,..
"Grytubakkahreppur","46 years",..,..,..,..,1,..,..,..
"Grytubakkahreppur","47 years",2,2,..,..,..,..,..,1
"Grytubakkahreppur","48 years",2,1,..,..,..,..,..,..
"Grytubakkahreppur","49 years",1,..,..,..,..,..,1,..
"Grytubakkahreppur","50 years",1,2,..,..,1,..,..,..
"Grytubakkahreppur","51 years",2,..,..,..,2,..,..,..
"Grytubakkahreppur","52 years",..,2,..,..,..,..,..,..
"Grytubakkahreppur","53 years",1,1,..,..,1,1,..,..
"Grytubakkahreppur","54 years",..,1,..,..,1,1,..,..
"Grytubakkahreppur","55 years",1,..,..,..,1,..,..,..
"Grytubakkahreppur","56 years",1,..,..,..,2,2,..,..
"Grytubakkahreppur","57 years",1,1,..,..,3,2,..,..
"Grytubakkahreppur","58 years",1,1,..,..,2,..,..,..
"Grytubakkahreppur","59 years",1,..,..,..,..,2,1,..
"Grytubakkahreppur","60 years",1,..,..,..,1,..,..,..
"Grytubakkahreppur","61 years",..,2,..,..,..,2,..,..
"Grytubakkahreppur","62 years",1,..,..,..,1,1,..,..
"Grytubakkahreppur","63 years",1,..,..,..,..,..,..,..
"Grytubakkahreppur","64 years",..,..,..,..,1,..,..,..
"Grytubakkahreppur","65 years",..,..,..,..,..,..,..,..
"Grytubakkahreppur","66 years",2,..,..,..,1,2,..,..
"Grytubakkahreppur","67 years",..,1,..,..,1,1,1,..
"Grytubakkahreppur","68 years",..,..,..,..,1,..,..,..
"Grytubakkahreppur","69 years",..,..,..,..,2,..,..,..
"Grytubakkahreppur","70 years",..,..,..,..,..,1,..,..
"Grytubakkahreppur","71 years",..,..,..,..,1,..,..,..
"Grytubakkahreppur","72 years",..,..,..,..,1,..,..,..
"Grytubakkahreppur","73 years",..,..,..,..,1,..,..,..
"Grytubakkahreppur","74 years",..,..,..,..,..,..,..,..
"Grytubakkahreppur","75 years",..,..,..,..,1,..,..,..
"Grytubakkahreppur","76 years",..,1,..,..,..,..,..,..
"Grytubakkahreppur","77 years",..,..,..,..,..,1,..,..
"Grytubakkahreppur","78 years",..,..,..,..,..,1,..,..
"Grytubakkahreppur","79 years",..,..,..,..,..,..,..,..
"Grytubakkahreppur","80 years",..,..,..,..,..,..,..,..
"Grytubakkahreppur","81 years",1,..,..,..,1,..,..,..
"Grytubakkahreppur","82 years",..,..,..,..,..,..,..,..
"Grytubakkahreppur","83 years",..,..,..,..,..,..,..,..
"Grytubakkahreppur","84 years",..,..,..,..,..,..,..,..
"Grytubakkahreppur","85 years",..,..,..,..,..,..,..,..
"Grytubakkahreppur","86 years",..,..,..,..,..,..,..,..
"Grytubakkahreppur","87 years",..,..,..,..,..,..,..,..
"Grytubakkahreppur","88 years",1,..,..,..,..,..,..,..
"Grytubakkahreppur","89 years",..,..,..,..,..,..,..,..
"Grytubakkahreppur","90 years",..,..,..,..,..,..,..,..
"Grytubakkahreppur","91 years",..,..,..,..,..,..,..,..
"Grytubakkahreppur","92 years",..,..,..,..,..,..,..,..
"Grytubakkahreppur","93 years",..,..,..,..,..,..,..,..
"Grytubakkahreppur","94 years",..,..,..,..,..,..,..,..
"Grytubakkahreppur","95 years",..,..,..,..,..,..,..,..
"Grytubakkahreppur","96 years",..,..,..,..,..,..,..,..
"Grytubakkahreppur","97 years",..,..,..,..,..,..,..,..
"Grytubakkahreppur","98 years",..,..,..,..,..,..,..,..
"Grytubakkahreppur","99 years",..,..,..,..,..,..,..,..
"Grytubakkahreppur","100 years",..,..,..,..,..,..,..,..
"Grytubakkahreppur","101 years",..,..,..,..,..,..,..,..
"Grytubakkahreppur","102 years",..,..,..,..,..,..,..,..
"Grytubakkahreppur","103 years",..,..,..,..,..,..,..,..
"Grytubakkahreppur","104 years",..,..,..,..,..,..,..,..
"Grytubakkahreppur","105 years",..,..,..,..,..,..,..,..
"Grytubakkahreppur","106 years",..,..,..,..,..,..,..,..
"Grytubakkahreppur","107 years",..,..,..,..,..,..,..,..
"Grytubakkahreppur","108 years",..,..,..,..,..,..,..,..
"Skutustadahreppur","In 1st year",2,2,..,..,..,1,..,..
"Skutustadahreppur","1 years",4,3,..,1,1,5,..,..
"Skutustadahreppur","2 years",1,3,..,..,1,2,..,..
"Skutustadahreppur","3 years",3,2,..,..,3,..,..,..
"Skutustadahreppur","4 years",2,2,..,..,4,..,..,..
"Skutustadahreppur","5 years",4,2,..,..,1,1,..,..
"Skutustadahreppur","6 years",1,6,..,..,2,5,..,..
"Skutustadahreppur","7 years",2,3,..,1,2,..,..,..
"Skutustadahreppur","8 years",3,2,..,..,6,..,..,..
"Skutustadahreppur","9 years",2,1,..,..,2,3,..,..
"Skutustadahreppur","10 years",5,3,..,..,5,3,..,..
"Skutustadahreppur","11 years",4,4,..,..,2,3,1,..
"Skutustadahreppur","12 years",5,2,..,..,6,2,..,..
"Skutustadahreppur","13 years",2,5,..,..,..,2,1,..
"Skutustadahreppur","14 years",3,4,..,..,3,2,..,..
"Skutustadahreppur","15 years",1,2,..,..,..,3,..,..
"Skutustadahreppur","16 years",5,..,..,..,2,3,..,..
"Skutustadahreppur","17 years",2,1,..,..,2,2,..,..
"Skutustadahreppur","18 years",..,5,..,..,1,2,..,..
"Skutustadahreppur","19 years",1,1,..,1,5,2,..,1
"Skutustadahreppur","20 years",1,1,..,..,3,2,1,2
"Skutustadahreppur","21 years",2,..,..,..,4,2,..,1
"Skutustadahreppur","22 years",2,1,..,..,3,3,1,2
"Skutustadahreppur","23 years",2,1,1,..,3,4,..,..
"Skutustadahreppur","24 years",..,1,1,2,3,..,1,..
"Skutustadahreppur","25 years",..,2,..,..,3,..,..,1
"Skutustadahreppur","26 years",..,..,1,1,..,1,1,3
"Skutustadahreppur","27 years",3,3,1,..,1,1,1,1
"Skutustadahreppur","28 years",1,1,..,..,2,1,1,1
"Skutustadahreppur","29 years",2,1,..,..,1,1,1,..
"Skutustadahreppur","30 years",..,1,..,2,..,3,2,1
"Skutustadahreppur","31 years",1,1,..,..,2,2,1,..
"Skutustadahreppur","32 years",3,1,..,..,1,2,..,..
"Skutustadahreppur","33 years",2,2,1,1,1,..,1,..
"Skutustadahreppur","34 years",..,1,..,1,1,2,..,..
"Skutustadahreppur","35 years",2,1,..,1,1,4,..,1
"Skutustadahreppur","36 years",..,2,..,..,2,2,..,..
"Skutustadahreppur","37 years",1,4,..,..,2,2,1,..
"Skutustadahreppur","38 years",4,2,..,..,3,1,..,..
"Skutustadahreppur","39 years",4,3,..,..,1,..,1,..
"Skutustadahreppur","40 years",4,2,..,..,2,1,..,..
"Skutustadahreppur","41 years",2,1,..,..,2,..,..,1
"Skutustadahreppur","42 years",1,3,..,1,1,1,..,1
"Skutustadahreppur","43 years",5,1,..,..,..,1,1,..
"Skutustadahreppur","44 years",5,2,..,1,1,..,..,1
"Skutustadahreppur","45 years",..,1,..,..,..,1,..,..
"Skutustadahreppur","46 years",1,1,..,..,2,3,..,1
"Skutustadahreppur","47 years",1,..,..,..,4,2,..,..
"Skutustadahreppur","48 years",3,..,..,2,4,3,1,1
"Skutustadahreppur","49 years",2,1,..,..,2,3,..,1
"Skutustadahreppur","50 years",1,2,..,..,2,1,..,..
"Skutustadahreppur","51 years",2,1,..,..,1,3,..,1
"Skutustadahreppur","52 years",2,2,..,..,4,1,..,..
"Skutustadahreppur","53 years",2,4,..,..,4,3,..,..
"Skutustadahreppur","54 years",1,2,..,..,..,1,..,..
"Skutustadahreppur","55 years",2,..,..,..,2,1,..,1
"Skutustadahreppur","56 years",2,2,..,..,1,..,..,..
"Skutustadahreppur","57 years",2,..,..,..,2,1,..,1
"Skutustadahreppur","58 years",3,2,..,..,1,1,..,1
"Skutustadahreppur","59 years",3,3,1,..,2,2,..,1
"Skutustadahreppur","60 years",..,4,..,..,2,2,..,..
"Skutustadahreppur","61 years",..,5,..,..,1,1,..,..
"Skutustadahreppur","62 years",3,3,..,..,2,3,..,..
"Skutustadahreppur","63 years",3,4,..,..,2,2,..,..
"Skutustadahreppur","64 years",5,3,..,..,4,..,..,..
"Skutustadahreppur","65 years",2,3,..,..,1,2,..,..
"Skutustadahreppur","66 years",2,1,..,..,2,..,..,..
"Skutustadahreppur","67 years",1,1,..,..,3,4,..,..
"Skutustadahreppur","68 years",2,1,..,..,1,3,1,..
"Skutustadahreppur","69 years",2,1,..,..,..,3,..,..
"Skutustadahreppur","70 years",2,3,..,..,..,5,..,..
"Skutustadahreppur","71 years",..,1,1,..,1,3,..,..
"Skutustadahreppur","72 years",1,..,..,..,3,4,..,..
"Skutustadahreppur","73 years",3,..,..,..,4,3,..,1
"Skutustadahreppur","74 years",1,..,..,..,3,3,..,..
"Skutustadahreppur","75 years",2,1,..,..,2,1,..,..
"Skutustadahreppur","76 years",2,..,..,..,1,1,..,..
"Skutustadahreppur","77 years",..,..,..,..,2,1,..,..
"Skutustadahreppur","78 years",1,1,..,..,1,1,..,..
"Skutustadahreppur","79 years",..,2,..,..,2,3,..,..
"Skutustadahreppur","80 years",2,1,..,..,..,1,1,..
"Skutustadahreppur","81 years",..,..,..,..,1,1,..,..
"Skutustadahreppur","82 years",1,..,..,..,4,..,..,..
"Skutustadahreppur","83 years",1,..,..,..,1,..,..,..
"Skutustadahreppur","84 years",1,..,..,..,2,1,..,..
"Skutustadahreppur","85 years",1,..,..,..,1,..,..,..
"Skutustadahreppur","86 years",..,..,..,..,1,1,..,..
"Skutustadahreppur","87 years",..,1,..,..,..,..,..,..
"Skutustadahreppur","88 years",..,..,..,..,..,1,..,..
"Skutustadahreppur","89 years",1,1,..,..,1,..,..,..
"Skutustadahreppur","90 years",..,..,..,..,..,..,..,..
"Skutustadahreppur","91 years",..,..,..,..,1,1,..,..
"Skutustadahreppur","92 years",1,..,..,..,..,..,..,..
"Skutustadahreppur","93 years",..,1,..,..,..,..,..,..
"Skutustadahreppur","94 years",..,1,..,..,1,..,..,..
"Skutustadahreppur","95 years",..,..,..,..,..,..,..,..
"Skutustadahreppur","96 years",..,..,..,..,..,..,..,..
"Skutustadahreppur","97 years",..,..,..,..,..,..,..,..
"Skutustadahreppur","98 years",..,..,..,..,..,..,..,..
"Skutustadahreppur","99 years",..,..,..,..,..,..,..,..
"Skutustadahreppur","100 years",..,..,..,..,..,..,..,..
"Skutustadahreppur","101 years",..,..,..,..,..,..,..,..
"Skutustadahreppur","102 years",..,..,..,..,..,..,..,..
"Skutustadahreppur","103 years",..,..,..,..,..,..,..,..
