"Municipality","Age","2011 Natives Males","2011 Natives Females","2011 Immigrants Males","2011 Immigrants Females","2021 Natives Males","2021 Natives Females","2021 Immigrants Males","2021 Immigrants Females"
"Akureyrarbaer","90 years",..,..,..,..,..,..,..,..
"Akureyrarbaer","91 years",..,..,..,..,..,..,..,..
"Akureyrarbaer","92 years",..,..,..,..,..,..,..,..
"Akureyrarbaer","93 years",..,..,..,..,..,..,..,..
"Akureyrarbaer","94 years",..,..,..,..,..,..,..,..
"Akureyrarbaer","95 years",..,..,..,..,..,..,..,..
"Akureyrarbaer","96 years",..,..,..,..,..,..,..,..
"Akureyrarbaer","97 years",..,..,..,..,..,..,..,..
"Akureyrarbaer","98 years",..,..,..,..,..,..,..,..
"Akureyrarbaer","99 years",..,..,..,..,..,..,..,..
"Akureyrarbaer","100 years",..,..,..,..,..,..,..,..
"Akureyrarbaer","101 years",..,..,..,..,..,..,..,..
"Akureyrarbaer","102 years",..,..,..,..,..,..,..,..
"Akureyrarbaer","103 years",..,..,..,..,..,..,..,..
"Akureyrarbaer","104 years",..,..,..,..,..,..,..,..
"Akureyrarbaer","105 years",..,..,..,..,..,..,..,..
"Akureyrarbaer","106 years",..,..,..,..,..,..,..,..
"Akureyrarbaer","107 years",..,..,..,..,..,..,..,..
"Akureyrarbaer","108 years",..,..,..,..,..,..,..,..
"Nordurthing","In 1st year",8,6,..,..,8,3,..,..
"Nordurthing","1 years",7,6,..,..,3,5,..,..
"Nordurthing","2 years",8,4,..,..,7,7,..,..
"Nordurthing","3 years",7,5,..,..,7,7,1,..
"Nordurthing","4 years",7,3,..,..,8,6,..,..
"Nordurthing","5 years",9,7,..,1,5,11,..,..
"Nordurthing","6 years",8,4,..,..,2,8,..,2
"Nordurthing","7 years",2,2,..,..,9,3,1,..
"Nordurthing","8 years",10,4,1,1,8,6,..,..
"Nordurthing","9 years",3,3,1,1,7,5,..,2
"Nordurthing","10 years",5,7,1,..,11,6,1,..
"Nordurthing","11 years",7,5,..,..,11,5,1,..
"Nordurthing","12 years",6,7,..,..,7,7,1,..
"Nordurthing","13 years",6,5,..,..,5,4,2,..
"Nordurthing","14 years",10,4,..,..,8,5,2,..
"Nordurthing","15 years",6,5,1,..,9,5,1,..
"Nordurthing","16 years",3,7,..,1,5,3,1,..
"Nordurthing","17 years",2,5,1,..,11,6,..,1
"Nordurthing","18 years",4,5,..,..,5,3,..,1
"Nordurthing","19 years",8,4,..,..,3,7,..,..
"Nordurthing","20 years",4,2,..,1,8,3,..,..
"Nordurthing","21 years",5,1,..,1,3,4,..,..
"Nordurthing","22 years",2,2,..,..,4,5,1,..
"Nordurthing","23 years",10,2,1,..,4,4,..,..
"Nordurthing","24 years",4,3,..,1,7,3,2,1
"Nordurthing","25 years",4,3,..,1,2,3,..,1
"Nordurthing","26 years",3,2,1,2,..,5,3,1
"Nordurthing","27 years",4,5,..,3,3,2,1,1
"Nordurthing","28 years",8,2,2,3,8,3,..,..
"Nordurthing","29 years",3,6,..,4,4,2,2,..
"Nordurthing","30 years",3,6,2,1,5,4,..,1
"Nordurthing","31 years",3,4,1,2,3,4,2,..
"Nordurthing","32 years",2,1,3,3,5,3,2,2
"Nordurthing","33 years",7,6,3,..,4,8,1,3
"Nordurthing","34 years",2,6,..,..,3,7,1,..
"Nordurthing","35 years",1,6,..,..,2,5,..,..
"Nordurthing","36 years",8,6,1,1,1,5,..,3
"Nordurthing","37 years",7,3,1,..,7,2,2,1
"Nordurthing","38 years",7,6,4,1,3,8,3,2
"Nordurthing","39 years",6,2,..,..,4,6,3,1
"Nordurthing","40 years",4,4,..,..,3,5,1,3
"Nordurthing","41 years",5,3,2,..,5,2,3,4
"Nordurthing","42 years",1,6,..,1,5,6,2,2
"Nordurthing","43 years",4,1,..,..,1,6,1,..
"Nordurthing","44 years",5,3,..,..,2,3,..,1
"Nordurthing","45 years",3,4,..,..,6,3,1,..
"Nordurthing","46 years",6,..,..,..,5,7,2,1
"Nordurthing","47 years",3,5,..,..,6,8,4,..
"Nordurthing","48 years",2,8,..,1,6,2,1,..
"Nordurthing","49 years",5,7,..,..,4,6,3,..
"Nordurthing","50 years",6,6,..,1,5,3,1,2
"Nordurthing","51 years",..,3,..,1,3,5,..,1
"Nordurthing","52 years",2,7,..,1,4,4,1,..
"Nordurthing","53 years",6,5,..,..,4,3,1,..
"Nordurthing","54 years",6,5,..,3,5,3,..,1
"Nordurthing","55 years",3,2,1,..,6,..,1,..
"Nordurthing","56 years",4,3,1,..,3,4,..,..
"Nordurthing","57 years",5,1,..,..,3,8,..,1
"Nordurthing","58 years",14,9,..,..,6,6,..,..
"Nordurthing","59 years",5,6,..,..,5,6,1,1
"Nordurthing","60 years",2,7,..,..,2,3,..,1
"Nordurthing","61 years",8,1,..,..,3,6,..,1
"Nordurthing","62 years",4,5,..,..,6,4,..,..
"Nordurthing","63 years",5,1,..,..,6,6,..,2
"Nordurthing","64 years",4,6,1,..,4,2,1,..
"Nordurthing","65 years",5,4,..,..,4,4,2,..
"Nordurthing","66 years",10,4,..,..,3,1,..,..
"Nordurthing","67 years",2,6,..,..,14,9,..,..
"Nordurthing","68 years",2,5,..,..,7,5,..,..
"Nordurthing","69 years",2,5,..,..,3,7,..,1
"Nordurthing","70 years",3,2,..,..,11,1,..,..
"Nordurthing","71 years",3,1,..,..,3,7,..,..
"Nordurthing","72 years",5,3,..,..,3,3,..,..
"Nordurthing","73 years",3,3,..,1,5,4,..,..
"Nordurthing","74 years",6,1,..,..,3,4,..,..
"Nordurthing","75 years",1,3,..,..,9,4,..,..
"Nordurthing","76 years",1,6,..,..,4,6,..,..
"Nordurthing","77 years",5,1,..,..,3,5,..,..
"Nordurthing","78 years",4,3,1,..,2,5,..,..
"Nordurthing","79 years",5,4,..,1,1,2,..,..
"Nordurthing","80 years",4,3,..,..,2,1,..,..
"Nordurthing","81 years",2,3,..,..,2,3,..,..
"Nordurthing","82 years",1,3,..,..,4,3,..,..
"Nordurthing","83 years",2,6,..,..,3,..,..,..
"Nordurthing","84 years",2,4,..,..,1,2,..,..
"Nordurthing","85 years",1,3,..,..,2,3,..,..
"Nordurthing","86 years",3,4,..,..,3,1,..,..
"Nordurthing","87 years",2,1,..,..,1,1,..,..
"Nordurthing","88 years",2,1,..,..,1,3,..,..
"Nordurthing","89 years",..,2,..,..,2,2,..,..
"Nordurthing","90 years",..,2,..,..,1,2,..,..
"Nordurthing","91 years",2,2,..,..,..,2,..,..
"Nordurthing","92 years",1,2,..,..,..,3,..,..
"Nordurthing","93 years",..,1,..,..,..,..,..,..
"Nordurthing","94 years",..,..,..,..,1,..,..,..
"Nordurthing","95 years",..,2,..,..,1,3,..,..
"Nordurthing","96 years",..,1,..,..,..,1,..,..
"Nordurthing","97 years",..,..,..,..,..,1,..,..
"Nordurthing","98 years",..,1,..,..,..,1,..,..
"Nordurthing","99 years",..,..,..,..,..,..,..,..
"Nordurthing","100 years",..,..,..,..,..,..,..,..
"Nordurthing","101 years",..,..,..,..,..,..,..,..
"Nordurthing","102 years",..,..,..,..,..,..,..,..
"Nordurthing","103 years",..,..,..,..,..,..,..,..
"Nordurthing","104 years",..,..,..,..,..,..,..,..
"Nordurthing","105 years",..,..,..,..,..,..,..,..
"Nordurthing","106 years",..,..,..,..,..,..,..,..
"Nordurthing","107 years",..,..,..,..,..,..,..,..
"Nordurthing","108 years",..,..,..,..,..,..,..,..
"Fjallabyggd","In 1st year",6,9,..,..,7,5,..,..
"Fjallabyggd","1 years",5,3,..,..,8,6,..,..
"Fjallabyggd","2 years",6,5,..,..,8,3,1,..
"Fjallabyggd","3 years",8,5,..,..,1,5,..,..
"Fjallabyggd","4 years",11,8,..,..,5,3,1,..
"Fjallabyggd","5 years",1,4,..,..,10,4,..,..
"Fjallabyggd","6 years",6,6,..,1,3,5,1,1
"Fjallabyggd","7 years",8,5,..,..,5,3,..,..
"Fjallabyggd","8 years",5,3,2,..,6,3,3,..
"Fjallabyggd","9 years",5,5,1,1,5,9,2,..
"Fjallabyggd","10 years",5,5,1,..,4,5,1,1
"Fjallabyggd","11 years",3,1,..,..,4,6,1,1
"Fjallabyggd","12 years",7,4,..,..,9,7,..,..
"Fjallabyggd","13 years",9,6,..,..,11,7,..,1
"Fjallabyggd","14 years",2,4,..,1,1,6,..,..
"Fjallabyggd","15 years",8,5,2,1,3,7,..,1
"Fjallabyggd","16 years",6,5,..,..,8,5,1,1
"Fjallabyggd","17 years",7,6,..,1,7,3,2,..
"Fjallabyggd","18 years",3,3,4,1,5,5,3,..
"Fjallabyggd","19 years",9,9,4,3,5,3,2,..
"Fjallabyggd","20 years",6,5,2,1,5,1,1,1
"Fjallabyggd","21 years",7,4,..,1,8,2,1,2
"Fjallabyggd","22 years",3,5,..,..,11,4,..,..
"Fjallabyggd","23 years",3,5,..,3,4,2,..,2
"Fjallabyggd","24 years",5,5,..,..,3,5,2,2
"Fjallabyggd","25 years",3,5,..,1,3,4,1,..
"Fjallabyggd","26 years",7,3,1,3,3,4,2,1
"Fjallabyggd","27 years",2,4,2,2,1,2,1,2
"Fjallabyggd","28 years",1,2,2,1,5,3,2,3
"Fjallabyggd","29 years",1,6,1,3,3,1,3,3
"Fjallabyggd","30 years",5,3,3,1,5,3,3,2
"Fjallabyggd","31 years",6,5,2,1,4,2,5,2
"Fjallabyggd","32 years",6,4,..,1,..,3,..,4
"Fjallabyggd","33 years",4,4,1,2,4,1,1,3
"Fjallabyggd","34 years",5,1,1,..,2,3,..,3
"Fjallabyggd","35 years",4,6,1,2,5,6,3,2
"Fjallabyggd","36 years",3,4,..,..,..,5,4,4
"Fjallabyggd","37 years",5,3,1,1,3,2,4,1
"Fjallabyggd","38 years",4,5,2,1,2,6,2,3
"Fjallabyggd","39 years",7,2,1,4,3,3,6,1
"Fjallabyggd","40 years",4,1,..,4,7,7,3,3
"Fjallabyggd","41 years",1,4,4,..,3,3,1,1
"Fjallabyggd","42 years",2,1,..,2,4,2,3,1
"Fjallabyggd","43 years",..,3,1,2,4,1,2,..
"Fjallabyggd","44 years",4,1,1,2,4,6,2,2
"Fjallabyggd","45 years",2,2,1,..,4,4,2,1
"Fjallabyggd","46 years",1,6,..,..,4,4,1,2
"Fjallabyggd","47 years",6,6,2,1,4,4,3,3
"Fjallabyggd","48 years",7,7,1,1,6,2,2,6
"Fjallabyggd","49 years",6,10,1,1,2,..,2,4
"Fjallabyggd","50 years",5,5,2,2,2,4,3,2
"Fjallabyggd","51 years",8,4,..,..,4,1,..,2
"Fjallabyggd","52 years",9,4,..,1,..,2,2,3
"Fjallabyggd","53 years",7,5,1,3,3,4,3,2
"Fjallabyggd","54 years",7,7,..,..,6,3,1,2
"Fjallabyggd","55 years",7,7,..,3,3,3,1,..
"Fjallabyggd","56 years",9,5,1,..,8,3,..,2
"Fjallabyggd","57 years",4,9,3,..,7,6,..,1
"Fjallabyggd","58 years",11,8,..,2,6,8,..,5
"Fjallabyggd","59 years",4,2,..,..,4,5,1,2
"Fjallabyggd","60 years",6,5,1,..,7,3,1,3
"Fjallabyggd","61 years",5,4,..,..,8,3,1,1
"Fjallabyggd","62 years",7,5,..,..,7,4,3,1
"Fjallabyggd","63 years",5,3,1,..,6,8,..,1
"Fjallabyggd","64 years",6,5,..,..,8,8,..,3
"Fjallabyggd","65 years",1,3,..,..,9,5,1,..
"Fjallabyggd","66 years",3,1,..,..,4,8,2,..
"Fjallabyggd","67 years",3,2,..,..,8,7,..,1
"Fjallabyggd","68 years",2,3,..,..,5,2,..,..
"Fjallabyggd","69 years",1,4,..,..,7,3,..,1
"Fjallabyggd","70 years",7,4,..,..,6,5,..,..
"Fjallabyggd","71 years",2,2,..,..,9,3,..,..
"Fjallabyggd","72 years",3,5,..,..,5,3,..,..
"Fjallabyggd","73 years",3,1,..,..,5,4,..,..
"Fjallabyggd","74 years",3,5,..,..,2,2,..,..
"Fjallabyggd","75 years",..,2,..,..,2,2,..,..
"Fjallabyggd","76 years",2,3,..,..,2,3,..,..
"Fjallabyggd","77 years",1,2,..,..,1,2,..,..
"Fjallabyggd","78 years",3,3,..,..,1,3,..,..
"Fjallabyggd","79 years",1,4,..,..,6,2,..,..
"Fjallabyggd","80 years",5,1,..,..,1,2,..,..
"Fjallabyggd","81 years",1,2,..,..,2,2,..,..
"Fjallabyggd","82 years",..,..,..,..,2,..,..,..
"Fjallabyggd","83 years",2,2,..,..,2,2,..,..
"Fjallabyggd","84 years",2,3,..,..,..,2,..,..
"Fjallabyggd","85 years",..,2,..,..,1,3,..,..
"Fjallabyggd","86 years",1,2,..,..,..,2,..,..
"Fjallabyggd","87 years",..,1,..,..,2,3,..,..
"Fjallabyggd","88 years",1,2,..,..,..,1,..,..
"Fjallabyggd","89 years",2,..,..,..,..,..,..,..
"Fjallabyggd","90 years",..,..,..,..,1,1,..,..
"Fjallabyggd","91 years",..,1,..,..,..,..,..,..
"Fjallabyggd","92 years",..,..,..,..,2,..,..,..
"Fjallabyggd","93 years",..,..,..,..,..,..,..,..
"Fjallabyggd","94 years",1,1,..,..,..,..,..,..
"Fjallabyggd","95 years",..,..,..,..,..,..,..,..
"Fjallabyggd","96 years",..,..,..,..,..,..,..,..
"Fjallabyggd","97 years",..,..,..,..,..,..,..,..
"Fjallabyggd","98 years",..,..,..,..,..,..,..,..
"Fjallabyggd","99 years",..,..,..,..,..,..,..,..
"Fjallabyggd","100 years",..,..,..,..,..,..,..,..
"Fjallabyggd","101 years",..,..,..,..,..,..,..,..
"Fjallabyggd","102 years",..,..,..,..,..,..,..,..
"Fjallabyggd","103 years",..,..,..,..,..,1,..,..
"Fjallabyggd","104 years",..,..,..,..,..,..,..,..
"Fjallabyggd","105 years",..,..,..,..,..,..,..,..
"Fjallabyggd","106 years",..,..,..,..,..,..,..,..
"Fjallabyggd","107 years",..,..,..,..,..,..,..,..
"Fjallabyggd","108 years",..,..,..,..,..,..,..,..
"Dalvikurbyggd","In 1st year",13,8,..,..,7,5,..,..
"Dalvikurbyggd","1 years",16,8,..,..,8,10,..,..
"Dalvikurbyggd","2 years",17,15,..,..,15,6,..,..
"Dalvikurbyggd","3 years",13,19,..,1,7,9,..,..
"Dalvikurbyggd","4 years",10,9,..,1,6,13,..,4
"Dalvikurbyggd","5 years",19,9,..,..,8,14,1,..
"Dalvikurbyggd","6 years",13,8,1,..,13,12,..,..
"Dalvikurbyggd","7 years",8,11,..,..,10,18,1,..
"Dalvikurbyggd","8 years",16,7,1,2,14,12,..,..
"Dalvikurbyggd","9 years",11,15,1,2,11,10,..,..
"Dalvikurbyggd","10 years",13,12,..,..,13,11,1,..
"Dalvikurbyggd","11 years",16,10,1,2,18,15,..,..
"Dalvikurbyggd","12 years",20,14,..,1,9,13,2,..
"Dalvikurbyggd","13 years",18,16,..,..,11,12,..,1
"Dalvikurbyggd","14 years",13,13,..,3,16,6,1,..
"Dalvikurbyggd","15 years",18,16,2,2,12,4,..,..
"Dalvikurbyggd","16 years",8,15,..,2,9,9,1,..
"Dalvikurbyggd","17 years",20,10,1,..,15,9,..,1
"Dalvikurbyggd","18 years",8,11,2,..,10,14,1,2
"Dalvikurbyggd","19 years",14,8,1,..,13,10,1,1
"Dalvikurbyggd","20 years",19,9,3,..,14,10,2,3
"Dalvikurbyggd","21 years",11,12,2,..,19,6,..,1
"Dalvikurbyggd","22 years",11,9,..,..,12,8,1,1
"Dalvikurbyggd","23 years",13,9,..,..,10,12,..,5
"Dalvikurbyggd","24 years",9,7,3,..,12,12,4,2
"Dalvikurbyggd","25 years",9,3,..,1,7,7,1,3
"Dalvikurbyggd","26 years",10,7,5,4,12,4,3,3
"Dalvikurbyggd","27 years",6,3,1,4,5,10,1,2
"Dalvikurbyggd","28 years",8,8,1,2,8,7,2,..
"Dalvikurbyggd","29 years",3,7,3,6,11,4,2,3
"Dalvikurbyggd","30 years",13,6,4,6,11,8,6,..
"Dalvikurbyggd","31 years",7,3,4,7,5,5,5,3
"Dalvikurbyggd","32 years",3,12,3,3,9,8,1,3
"Dalvikurbyggd","33 years",3,8,2,..,14,7,3,1
"Dalvikurbyggd","34 years",8,8,3,2,10,4,2,2
"Dalvikurbyggd","35 years",5,6,5,3,10,9,5,6
"Dalvikurbyggd","36 years",12,7,2,3,3,7,..,3
"Dalvikurbyggd","37 years",6,7,..,1,8,6,3,2
"Dalvikurbyggd","38 years",13,17,2,2,3,6,3,5
"Dalvikurbyggd","39 years",9,11,4,4,9,6,1,5
"Dalvikurbyggd","40 years",9,9,2,2,7,4,5,4
"Dalvikurbyggd","41 years",11,12,3,3,6,10,2,2
"Dalvikurbyggd","42 years",12,14,1,3,5,9,1,3
"Dalvikurbyggd","43 years",9,14,3,3,7,4,4,3
"Dalvikurbyggd","44 years",12,5,..,1,9,5,5,2
"Dalvikurbyggd","45 years",14,8,3,1,10,10,1,5
"Dalvikurbyggd","46 years",11,9,..,1,5,6,2,3
"Dalvikurbyggd","47 years",14,13,..,1,8,14,1,3
"Dalvikurbyggd","48 years",16,9,..,..,10,13,2,4
"Dalvikurbyggd","49 years",20,17,3,1,8,9,1,1
"Dalvikurbyggd","50 years",17,15,..,1,12,13,2,3
"Dalvikurbyggd","51 years",9,14,2,2,11,14,2,3
"Dalvikurbyggd","52 years",17,6,2,4,7,10,2,2
"Dalvikurbyggd","53 years",15,7,..,3,13,5,..,..
"Dalvikurbyggd","54 years",8,10,1,2,14,9,2,1
"Dalvikurbyggd","55 years",6,10,1,..,11,13,..,3
"Dalvikurbyggd","56 years",10,15,1,1,11,13,1,1
"Dalvikurbyggd","57 years",8,5,..,3,16,9,..,1
"Dalvikurbyggd","58 years",8,10,..,1,18,13,2,1
"Dalvikurbyggd","59 years",10,3,..,1,13,13,..,..
"Dalvikurbyggd","60 years",9,14,..,..,9,13,1,3
"Dalvikurbyggd","61 years",4,12,..,..,18,8,3,3
"Dalvikurbyggd","62 years",19,7,..,..,18,6,..,4
"Dalvikurbyggd","63 years",16,8,..,..,6,10,1,1
"Dalvikurbyggd","64 years",7,4,1,..,6,8,1,..
"Dalvikurbyggd","65 years",9,6,..,1,9,15,..,1
"Dalvikurbyggd","66 years",9,8,..,..,8,7,..,2
"Dalvikurbyggd","67 years",5,5,..,..,6,8,..,..
"Dalvikurbyggd","68 years",7,11,..,..,10,2,..,..
"Dalvikurbyggd","69 years",9,4,..,..,8,12,..,..
"Dalvikurbyggd","70 years",7,7,..,..,4,10,..,..
"Dalvikurbyggd","71 years",6,5,..,..,19,7,..,..
"Dalvikurbyggd","72 years",8,3,1,..,12,6,..,..
"Dalvikurbyggd","73 years",3,8,..,..,6,4,1,..
"Dalvikurbyggd","74 years",9,7,..,1,9,7,..,1
"Dalvikurbyggd","75 years",5,3,..,..,7,6,..,..
"Dalvikurbyggd","76 years",7,4,..,..,4,4,..,..
"Dalvikurbyggd","77 years",2,12,..,..,6,7,..,..
"Dalvikurbyggd","78 years",4,5,..,1,6,4,..,..
"Dalvikurbyggd","79 years",5,5,..,..,5,6,..,..
"Dalvikurbyggd","80 years",3,5,..,..,4,5,..,..
"Dalvikurbyggd","81 years",4,2,..,..,6,3,..,..
"Dalvikurbyggd","82 years",2,3,..,..,1,7,..,..
"Dalvikurbyggd","83 years",3,4,..,..,8,6,..,1
"Dalvikurbyggd","84 years",3,6,..,..,1,3,..,..
"Dalvikurbyggd","85 years",1,3,..,..,6,3,..,..
"Dalvikurbyggd","86 years",2,3,..,..,2,9,..,..
"Dalvikurbyggd","87 years",3,4,..,..,4,5,..,1
"Dalvikurbyggd","88 years",..,..,..,..,5,5,1,..
"Dalvikurbyggd","89 years",2,4,..,..,2,1,..,..
"Dalvikurbyggd","90 years",2,4,..,..,1,..,..,..
"Dalvikurbyggd","91 years",2,3,..,..,..,1,..,..
"Dalvikurbyggd","92 years",1,3,..,..,1,2,..,..
"Dalvikurbyggd","93 years",..,2,..,..,..,2,..,..
"Dalvikurbyggd","94 years",..,1,..,..,..,1,..,..
"Dalvikurbyggd","95 years",..,1,..,..,..,..,..,..
"Dalvikurbyggd","96 years",2,..,..,..,..,2,..,..
"Dalvikurbyggd","97 years",..,..,..,..,..,..,..,..
"Dalvikurbyggd","98 years",..,..,..,..,..,..,..,..
"Dalvikurbyggd","99 years",..,..,..,..,..,1,..,..
"Dalvikurbyggd","100 years",..,..,..,..,..,..,..,..
"Dalvikurbyggd","101 years",..,..,..,..,..,..,..,..
"Dalvikurbyggd","102 years",..,..,..,..,..,..,..,..
"Dalvikurbyggd","103 years",..,..,..,..,..,..,..,..
"Dalvikurbyggd","104 years",..,..,..,..,..,..,..,..
"Dalvikurbyggd","105 years",..,..,..,..,..,..,..,..
"Dalvikurbyggd","106 years",..,..,..,..,..,..,..,..
"Dalvikurbyggd","107 years",..,..,..,..,..,..,..,..
"Dalvikurbyggd","108 years",..,..,..,..,..,..,..,..
"Eyjafjardarsveit","In 1st year",9,4,..,..,4,6,..,..
"Eyjafjardarsveit","1 years",7,3,..,..,5,10,..,..
"Eyjafjardarsveit","2 years",6,5,..,..,4,6,..,..
"Eyjafjardarsveit","3 years",4,9,..,..,6,4,..,..
"Eyjafjardarsveit","4 years",4,5,..,..,5,7,..,..
"Eyjafjardarsveit","5 years",6,8,..,1,9,8,..,..
"Eyjafjardarsveit","6 years",10,4,..,..,8,11,..,..
"Eyjafjardarsveit","7 years",8,13,..,..,13,5,..,1
"Eyjafjardarsveit","8 years",14,7,..,..,8,9,..,..
"Eyjafjardarsveit","9 years",7,12,..,..,9,5,..,..
"Eyjafjardarsveit","10 years",11,5,..,..,9,8,..,1
"Eyjafjardarsveit","11 years",13,6,..,..,7,8,1,..
"Eyjafjardarsveit","12 years",8,13,..,..,5,12,..,..
"Eyjafjardarsveit","13 years",9,10,..,..,5,1,..,1
"Eyjafjardarsveit","14 years",17,9,..,..,9,8,..,2
"Eyjafjardarsveit","15 years",10,9,1,..,8,3,..,..
"Eyjafjardarsveit","16 years",11,9,..,..,8,13,..,..
"Eyjafjardarsveit","17 years",11,9,..,..,10,5,..,1
"Eyjafjardarsveit","18 years",7,8,..,..,13,9,..,..
"Eyjafjardarsveit","19 years",14,7,..,1,12,3,..,1
"Eyjafjardarsveit","20 years",8,4,..,..,10,4,..,1
"Eyjafjardarsveit","21 years",5,8,..,1,5,14,..,1
"Eyjafjardarsveit","22 years",6,4,..,..,5,4,..,..
"Eyjafjardarsveit","23 years",6,4,..,..,11,3,..,..
"Eyjafjardarsveit","24 years",5,..,..,..,6,4,1,..
"Eyjafjardarsveit","25 years",5,6,..,1,2,3,..,..
"Eyjafjardarsveit","26 years",4,4,..,..,4,5,1,1
"Eyjafjardarsveit","27 years",4,6,..,..,2,4,..,..
"Eyjafjardarsveit","28 years",2,3,..,..,5,7,..,..
"Eyjafjardarsveit","29 years",5,2,..,1,5,6,..,..
"Eyjafjardarsveit","30 years",4,5,..,..,2,5,..,1
"Eyjafjardarsveit","31 years",6,5,..,..,5,4,1,..
"Eyjafjardarsveit","32 years",6,1,..,..,5,8,..,1
"Eyjafjardarsveit","33 years",4,5,..,..,11,1,1,1
"Eyjafjardarsveit","34 years",2,6,..,1,5,3,..,..
"Eyjafjardarsveit","35 years",3,6,1,..,2,3,1,..
"Eyjafjardarsveit","36 years",4,9,..,1,7,4,..,1
"Eyjafjardarsveit","37 years",12,8,..,..,3,9,..,2
"Eyjafjardarsveit","38 years",4,6,1,..,8,5,..,1
"Eyjafjardarsveit","39 years",5,10,..,1,7,2,1,1
"Eyjafjardarsveit","40 years",13,15,..,2,10,3,..,2
"Eyjafjardarsveit","41 years",3,2,1,1,7,4,..,1
"Eyjafjardarsveit","42 years",4,4,..,..,5,5,..,1
"Eyjafjardarsveit","43 years",4,6,2,..,1,2,..,1
"Eyjafjardarsveit","44 years",6,13,..,..,4,4,1,..
"Eyjafjardarsveit","45 years",7,6,..,..,3,8,..,1
"Eyjafjardarsveit","46 years",5,2,..,..,10,9,1,..
"Eyjafjardarsveit","47 years",6,10,..,1,4,6,1,1
"Eyjafjardarsveit","48 years",11,3,..,1,5,12,..,1
"Eyjafjardarsveit","49 years",7,8,1,2,12,10,1,3
"Eyjafjardarsveit","50 years",5,8,..,1,2,7,..,1
"Eyjafjardarsveit","51 years",7,5,..,1,8,4,1,..
"Eyjafjardarsveit","52 years",6,5,..,..,6,4,..,..
"Eyjafjardarsveit","53 years",9,7,..,..,7,12,..,1
"Eyjafjardarsveit","54 years",10,3,..,..,5,9,..,..
"Eyjafjardarsveit","55 years",10,5,..,1,6,4,..,..
"Eyjafjardarsveit","56 years",9,5,..,..,5,10,1,1
"Eyjafjardarsveit","57 years",6,6,..,..,16,5,..,..
"Eyjafjardarsveit","58 years",5,4,..,..,6,10,1,2
"Eyjafjardarsveit","59 years",2,4,..,..,7,7,..,1
"Eyjafjardarsveit","60 years",4,4,..,1,7,5,..,..
"Eyjafjardarsveit","61 years",6,12,..,..,6,8,..,..
"Eyjafjardarsveit","62 years",7,6,..,..,9,5,..,..
"Eyjafjardarsveit","63 years",4,6,..,..,12,3,..,..
"Eyjafjardarsveit","64 years",8,5,..,..,10,7,..,1
"Eyjafjardarsveit","65 years",5,3,1,..,6,6,..,..
"Eyjafjardarsveit","66 years",7,1,..,..,6,4,..,..
"Eyjafjardarsveit","67 years",3,3,..,..,4,7,..,..
"Eyjafjardarsveit","68 years",4,5,1,..,4,2,..,..
"Eyjafjardarsveit","69 years",3,..,..,1,4,3,..,1
"Eyjafjardarsveit","70 years",2,5,..,..,6,10,..,..
"Eyjafjardarsveit","71 years",..,2,..,..,9,8,..,..
"Eyjafjardarsveit","72 years",2,3,..,..,4,5,..,..
"Eyjafjardarsveit","73 years",2,1,..,..,6,4,..,..
"Eyjafjardarsveit","74 years",4,2,..,..,3,2,..,..
"Eyjafjardarsveit","75 years",1,5,..,..,4,1,..,..
"Eyjafjardarsveit","76 years",1,2,..,..,1,3,..,..
"Eyjafjardarsveit","77 years",3,2,..,..,4,4,1,..
"Eyjafjardarsveit","78 years",6,4,..,..,1,..,..,1
"Eyjafjardarsveit","79 years",..,..,..,..,2,2,..,..
"Eyjafjardarsveit","80 years",2,3,..,..,..,3,..,..
"Eyjafjardarsveit","81 years",2,1,..,..,..,2,..,..
"Eyjafjardarsveit","82 years",2,2,..,..,1,1,..,..
"Eyjafjardarsveit","83 years",3,1,..,..,3,2,..,..
"Eyjafjardarsveit","84 years",1,1,..,..,..,2,..,..
"Eyjafjardarsveit","85 years",2,1,..,..,1,1,..,..
"Eyjafjardarsveit","86 years",..,2,..,..,1,2,..,..
"Eyjafjardarsveit","87 years",..,1,..,1,1,1,..,..
"Eyjafjardarsveit","88 years",1,..,..,..,..,..,..,..
"Eyjafjardarsveit","89 years",..,..,..,..,1,2,..,..
"Eyjafjardarsveit","90 years",1,..,..,..,..,..,..,..
"Eyjafjardarsveit","91 years",..,..,..,..,1,..,..,..
"Eyjafjardarsveit","92 years",..,..,..,..,1,..,..,..
"Eyjafjardarsveit","93 years",..,..,..,..,..,..,..,..
"Eyjafjardarsveit","94 years",..,..,..,..,..,..,..,..
"Eyjafjardarsveit","95 years",..,..,..,..,..,..,..,..
"Eyjafjardarsveit","96 years",..,..,..,..,..,..,..,..
"Eyjafjardarsveit","97 years",..,..,..,..,..,..,..,..
"Eyjafjardarsveit","98 years",..,..,..,..,..,..,..,..
"Eyjafjardarsveit","99 years",..,..,..,..,..,..,..,..
"Eyjafjardarsveit","100 years",..,..,..,..,..,..,..,..
"Eyjafjardarsveit","101 years",..,..,..,..,..,..,..,..
"Eyjafjardarsveit","102 years",..,..,..,..,..,..,..,..
"Eyjafjardarsveit","103 years",..,..,..,..,..,..,..,..
"Eyjafjardarsveit","104 years",..,..,..,..,..,..,..,..
"Eyjafjardarsveit","105 years",..,..,..,..,..,..,..,..
