Municipality,Age_Group,Background,Year,Sex,Population
Mosfellsbaer,16-24,Immigrants,2011,Males,15
Mosfellsbaer,16-24,Immigrants,2021,Females,63
Mosfellsbaer,16-24,Immigrants,2021,Males,45
Mosfellsbaer,16-24,Natives,2011,Females,496
Mosfellsbaer,16-24,Natives,2011,Males,591
Mosfellsbaer,16-24,Natives,2021,Females,653
Mosfellsbaer,16-24,Natives,2021,Males,745
Mosfellsbaer,25-34,Immigrants,2011,Females,60
Mosfellsbaer,25-34,Immigrants,2011,Males,59
Mosfellsbaer,25-34,Immigrants,2021,Females,104
Mosfellsbaer,25-34,Immigrants,2021,Males,177
Mosfellsbaer,25-34,Natives,2011,Females,468
Mosfellsbaer,25-34,Natives,2011,Males,431
Mosfellsbaer,25-34,Natives,2021,Females,714
Mosfellsbaer,25-34,Natives,2021,Males,672
Mosfellsbaer,35-44,Immigrants,2011,Females,43
Mosfellsbaer,35-44,Immigrants,2011,Males,49
Mosfellsbaer,35-44,Immigrants,2021,Females,117
Mosfellsbaer,35-44,Immigrants,2021,Males,203
Mosfellsbaer,35-44,Natives,2011,Females,653
Mosfellsbaer,35-44,Natives,2011,Males,630
Mosfellsbaer,35-44,Natives,2021,Females,746
Mosfellsbaer,35-44,Natives,2021,Males,713
Mosfellsbaer,45-54,Immigrants,2011,Females,32
Mosfellsbaer,45-54,Immigrants,2011,Males,32
Mosfellsbaer,45-54,Immigrants,2021,Females,80
Mosfellsbaer,45-54,Immigrants,2021,Males,122
Mosfellsbaer,45-54,Natives,2011,Females,562
Mosfellsbaer,45-54,Natives,2011,Males,569
Mosfellsbaer,45-54,Natives,2021,Females,721
Mosfellsbaer,45-54,Natives,2021,Males,733
Mosfellsbaer,55-64,Immigrants,2011,Females,19
Mosfellsbaer,55-64,Immigrants,2011,Males,18
Mosfellsbaer,55-64,Immigrants,2021,Females,41
Mosfellsbaer,55-64,Immigrants,2021,Males,48
Mosfellsbaer,55-64,Natives,2011,Females,443
Mosfellsbaer,55-64,Natives,2011,Males,432
Mosfellsbaer,55-64,Natives,2021,Females,626
Mosfellsbaer,55-64,Natives,2021,Males,632
Mosfellsbaer,65 and over,Immigrants,2011,Females,7
Mosfellsbaer,65 and over,Immigrants,2011,Males,12
Mosfellsbaer,65 and over,Immigrants,2021,Females,23
Mosfellsbaer,65 and over,Immigrants,2021,Males,24
Mosfellsbaer,65 and over,Natives,2011,Females,361
Mosfellsbaer,65 and over,Natives,2011,Males,371
Mosfellsbaer,65 and over,Natives,2021,Females,723
Mosfellsbaer,65 and over,Natives,2021,Males,701
Mulathing,0-15,Immigrants,2011,Females,4
Mulathing,0-15,Immigrants,2011,Males,9
Mulathing,0-15,Immigrants,2021,Females,3
Mulathing,0-15,Immigrants,2021,Males,5
Mulathing,0-15,Natives,2011,Females,62
Mulathing,0-15,Natives,2011,Males,58
Mulathing,0-15,Natives,2021,Females,45
Mulathing,0-15,Natives,2021,Males,35
Mulathing,16-24,Immigrants,2011,Females,7
Mulathing,16-24,Immigrants,2011,Males,5
Mulathing,16-24,Immigrants,2021,Females,6
Mulathing,16-24,Immigrants,2021,Males,8
Mulathing,16-24,Natives,2011,Females,25
Mulathing,16-24,Natives,2011,Males,22
Mulathing,16-24,Natives,2021,Females,24
Mulathing,16-24,Natives,2021,Males,28
Mulathing,25-34,Immigrants,2011,Females,9
Mulathing,25-34,Immigrants,2011,Males,10
Mulathing,25-34,Immigrants,2021,Females,15
Mulathing,25-34,Immigrants,2021,Males,26
Mulathing,25-34,Natives,2011,Females,23
Mulathing,25-34,Natives,2011,Males,26
Mulathing,25-34,Natives,2021,Females,18
Mulathing,25-34,Natives,2021,Males,22
Mulathing,35-44,Immigrants,2011,Females,7
Mulathing,35-44,Immigrants,2011,Males,8
Mulathing,35-44,Immigrants,2021,Females,8
Mulathing,35-44,Immigrants,2021,Males,13
Mulathing,35-44,Natives,2011,Females,15
Mulathing,35-44,Natives,2011,Males,28
Mulathing,35-44,Natives,2021,Females,20
Mulathing,35-44,Natives,2021,Males,26
Mulathing,45-54,Immigrants,2011,Females,4
Mulathing,45-54,Immigrants,2011,Males,2
Mulathing,45-54,Immigrants,2021,Females,8
Mulathing,45-54,Immigrants,2021,Males,8
Mulathing,45-54,Natives,2011,Females,29
Mulathing,45-54,Natives,2011,Males,37
Mulathing,45-54,Natives,2021,Females,13
Mulathing,45-54,Natives,2021,Males,29
Mulathing,55-64,Immigrants,2011,Females,1
Mulathing,55-64,Immigrants,2011,Males,0
Mulathing,55-64,Immigrants,2021,Females,6
Mulathing,55-64,Immigrants,2021,Males,1
Mulathing,55-64,Natives,2011,Females,19
Mulathing,55-64,Natives,2011,Males,24
Mulathing,55-64,Natives,2021,Females,21
Mulathing,55-64,Natives,2021,Males,32
Mulathing,65 and over,Immigrants,2011,Females,0
Mulathing,65 and over,Immigrants,2011,Males,0
Mulathing,65 and over,Immigrants,2021,Females,0
Mulathing,65 and over,Immigrants,2021,Males,1
Mulathing,65 and over,Natives,2011,Females,35
Mulathing,65 and over,Natives,2011,Males,35
Mulathing,65 and over,Natives,2021,Females,32
Mulathing,65 and over,Natives,2021,Males,43
Myrdalshreppur,0-15,Immigrants,2011,Females,1
Myrdalshreppur,0-15,Immigrants,2011,Males,0
Myrdalshreppur,0-15,Immigrants,2021,Females,1
Myrdalshreppur,0-15,Immigrants,2021,Males,1
Myrdalshreppur,0-15,Natives,2011,Females,63
Myrdalshreppur,0-15,Natives,2011,Males,57
Myrdalshreppur,0-15,Natives,2021,Females,49
Myrdalshreppur,0-15,Natives,2021,Males,40
Myrdalshreppur,16-24,Immigrants,2011,Females,0
Myrdalshreppur,16-24,Immigrants,2011,Males,0
Myrdalshreppur,16-24,Immigrants,2021,Females,0
Myrdalshreppur,16-24,Immigrants,2021,Males,3
Myrdalshreppur,16-24,Natives,2011,Females,27
Myrdalshreppur,16-24,Natives,2011,Males,31
Myrdalshreppur,16-24,Natives,2021,Females,24
Myrdalshreppur,16-24,Natives,2021,Males,39
Myrdalshreppur,25-34,Immigrants,2011,Females,1
Myrdalshreppur,25-34,Immigrants,2011,Males,2
Myrdalshreppur,25-34,Immigrants,2021,Females,4
Myrdalshreppur,25-34,Immigrants,2021,Males,2
Myrdalshreppur,25-34,Natives,2011,Females,25
Myrdalshreppur,25-34,Natives,2011,Males,22
Myrdalshreppur,25-34,Natives,2021,Females,18
Myrdalshreppur,25-34,Natives,2021,Males,18
Myrdalshreppur,35-44,Immigrants,2011,Females,4
Myrdalshreppur,35-44,Immigrants,2011,Males,0
Myrdalshreppur,35-44,Immigrants,2021,Females,5
Myrdalshreppur,35-44,Immigrants,2021,Males,4
Myrdalshreppur,35-44,Natives,2011,Females,33
Myrdalshreppur,35-44,Natives,2011,Males,35
Myrdalshreppur,35-44,Natives,2021,Females,21
Myrdalshreppur,35-44,Natives,2021,Males,23
Myrdalshreppur,45-54,Immigrants,2011,Females,2
Myrdalshreppur,45-54,Immigrants,2011,Males,1
Myrdalshreppur,45-54,Immigrants,2021,Females,5
Myrdalshreppur,45-54,Immigrants,2021,Males,0
Myrdalshreppur,45-54,Natives,2011,Females,21
Myrdalshreppur,45-54,Natives,2011,Males,34
Myrdalshreppur,45-54,Natives,2021,Females,32
Myrdalshreppur,45-54,Natives,2021,Males,33
Myrdalshreppur,55-64,Immigrants,2011,Females,0
Myrdalshreppur,55-64,Immigrants,2011,Males,1
Myrdalshreppur,55-64,Immigrants,2021,Females,0
Myrdalshreppur,55-64,Immigrants,2021,Males,4
Myrdalshreppur,55-64,Natives,2011,Females,32
Myrdalshreppur,55-64,Natives,2011,Males,35
Myrdalshreppur,55-64,Natives,2021,Females,19
Myrdalshreppur,55-64,Natives,2021,Males,25
Myrdalshreppur,65 and over,Immigrants,2011,Females,1
Myrdalshreppur,65 and over,Immigrants,2011,Males,0
Myrdalshreppur,65 and over,Immigrants,2021,Females,2
Myrdalshreppur,65 and over,Immigrants,2021,Males,0
Myrdalshreppur,65 and over,Natives,2011,Females,30
Myrdalshreppur,65 and over,Natives,2011,Males,31
Myrdalshreppur,65 and over,Natives,2021,Females,42
Myrdalshreppur,65 and over,Natives,2021,Males,46
Nordurthing,0-15,Immigrants,2011,Females,3
Nordurthing,0-15,Immigrants,2011,Males,4
Nordurthing,0-15,Immigrants,2021,Females,4
Nordurthing,0-15,Immigrants,2021,Males,10
Nordurthing,0-15,Natives,2011,Females,77
Nordurthing,0-15,Natives,2011,Males,109
Nordurthing,0-15,Natives,2021,Females,93
Nordurthing,0-15,Natives,2021,Males,115
Nordurthing,16-24,Immigrants,2011,Females,4
Nordurthing,16-24,Immigrants,2011,Males,2
Nordurthing,16-24,Immigrants,2021,Females,3
Nordurthing,16-24,Immigrants,2021,Males,4
Nordurthing,16-24,Natives,2011,Females,31
Nordurthing,16-24,Natives,2011,Males,42
Nordurthing,16-24,Natives,2021,Females,38
Nordurthing,16-24,Natives,2021,Males,50
Nordurthing,25-34,Immigrants,2011,Females,19
Nordurthing,25-34,Immigrants,2011,Males,12
Nordurthing,25-34,Immigrants,2021,Females,9
Nordurthing,25-34,Immigrants,2021,Males,12
Nordurthing,25-34,Natives,2011,Females,41
Nordurthing,25-34,Natives,2011,Males,39
Nordurthing,25-34,Natives,2021,Females,41
Nordurthing,25-34,Natives,2021,Males,37
Nordurthing,35-44,Immigrants,2011,Females,3
Nordurthing,35-44,Immigrants,2011,Males,8
Nordurthing,35-44,Immigrants,2021,Females,17
Nordurthing,35-44,Immigrants,2021,Males,15
Nordurthing,35-44,Natives,2011,Females,40
Nordurthing,35-44,Natives,2011,Males,48
Nordurthing,35-44,Natives,2021,Females,48
Nordurthing,35-44,Natives,2021,Males,33
Nordurthing,45-54,Immigrants,2011,Females,7
Nordurthing,45-54,Immigrants,2011,Males,0
Nordurthing,45-54,Immigrants,2021,Females,5
Nordurthing,45-54,Immigrants,2021,Males,14
Nordurthing,45-54,Natives,2011,Females,50
Nordurthing,45-54,Natives,2011,Males,39
Nordurthing,45-54,Natives,2021,Females,44
Nordurthing,45-54,Natives,2021,Males,48
Nordurthing,55-64,Immigrants,2011,Females,0
Nordurthing,55-64,Immigrants,2011,Males,3
Nordurthing,55-64,Immigrants,2021,Females,6
Nordurthing,55-64,Immigrants,2021,Males,3
Nordurthing,55-64,Natives,2011,Females,41
Nordurthing,55-64,Natives,2011,Males,54
Nordurthing,55-64,Natives,2021,Females,45
Nordurthing,55-64,Natives,2021,Males,44
Nordurthing,65 and over,Immigrants,2011,Females,2
Nordurthing,65 and over,Immigrants,2011,Males,1
Nordurthing,65 and over,Immigrants,2021,Females,1
Nordurthing,65 and over,Immigrants,2021,Males,2
Nordurthing,65 and over,Natives,2011,Females,92
Nordurthing,65 and over,Natives,2011,Males,79
Nordurthing,65 and over,Natives,2021,Females,99
Nordurthing,65 and over,Natives,2021,Males,99
Rangarthing eystra,0-15,Immigrants,2011,Females,0
Rangarthing eystra,0-15,Immigrants,2011,Males,3
Rangarthing eystra,0-15,Immigrants,2021,Females,2
Rangarthing eystra,0-15,Immigrants,2021,Males,6
Rangarthing eystra,0-15,Natives,2011,Females,12
Rangarthing eystra,0-15,Natives,2011,Males,19
Rangarthing eystra,0-15,Natives,2021,Females,8
Rangarthing eystra,0-15,Natives,2021,Males,11
Rangarthing eystra,16-24,Immigrants,2011,Females,0
Rangarthing eystra,16-24,Immigrants,2011,Males,0
Rangarthing eystra,16-24,Immigrants,2021,Females,4
Rangarthing eystra,16-24,Immigrants,2021,Males,1
Rangarthing eystra,16-24,Natives,2011,Females,7
Rangarthing eystra,16-24,Natives,2011,Males,10
Rangarthing eystra,16-24,Natives,2021,Females,8
Rangarthing eystra,16-24,Natives,2021,Males,11
Rangarthing eystra,25-34,Immigrants,2011,Females,2
Rangarthing eystra,25-34,Immigrants,2011,Males,1
Rangarthing eystra,25-34,Immigrants,2021,Females,5
Rangarthing eystra,25-34,Immigrants,2021,Males,4
Rangarthing eystra,25-34,Natives,2011,Females,4
Rangarthing eystra,25-34,Natives,2011,Males,4
Rangarthing eystra,25-34,Natives,2021,Females,4
Rangarthing eystra,25-34,Natives,2021,Males,9
Rangarthing eystra,35-44,Immigrants,2011,Females,5
Rangarthing eystra,35-44,Immigrants,2011,Males,2
Rangarthing eystra,35-44,Immigrants,2021,Females,7
Rangarthing eystra,35-44,Immigrants,2021,Males,5
Rangarthing eystra,35-44,Natives,2011,Females,7
Rangarthing eystra,35-44,Natives,2011,Males,5
Rangarthing eystra,35-44,Natives,2021,Females,2
Rangarthing eystra,35-44,Natives,2021,Males,5
Rangarthing eystra,45-54,Immigrants,2011,Females,3
Rangarthing eystra,45-54,Immigrants,2011,Males,2
Rangarthing eystra,45-54,Immigrants,2021,Females,7
Rangarthing eystra,45-54,Immigrants,2021,Males,6
Rangarthing eystra,45-54,Natives,2011,Females,13
Rangarthing eystra,45-54,Natives,2011,Males,18
Rangarthing eystra,45-54,Natives,2021,Females,7
Rangarthing eystra,45-54,Natives,2021,Males,9
Rangarthing eystra,55-64,Immigrants,2011,Females,0
Rangarthing eystra,55-64,Immigrants,2011,Males,0
Rangarthing eystra,55-64,Immigrants,2021,Females,3
Rangarthing eystra,55-64,Immigrants,2021,Males,2
Rangarthing eystra,55-64,Natives,2011,Females,10
Rangarthing eystra,55-64,Natives,2011,Males,14
Rangarthing eystra,55-64,Natives,2021,Females,12
Rangarthing eystra,55-64,Natives,2021,Males,19
Rangarthing eystra,65 and over,Immigrants,2011,Females,0
Rangarthing eystra,65 and over,Immigrants,2011,Males,0
Rangarthing eystra,65 and over,Immigrants,2021,Females,0
Rangarthing eystra,65 and over,Immigrants,2021,Males,0
Rangarthing eystra,65 and over,Natives,2011,Females,17
Rangarthing eystra,65 and over,Natives,2011,Males,13
Rangarthing eystra,65 and over,Natives,2021,Females,11
Rangarthing eystra,65 and over,Natives,2021,Males,21
Rangarthing ytra,0-15,Immigrants,2011,Females,14
Rangarthing ytra,0-15,Immigrants,2011,Males,22
Rangarthing ytra,0-15,Immigrants,2021,Females,15
Rangarthing ytra,0-15,Immigrants,2021,Males,26
Rangarthing ytra,0-15,Natives,2011,Females,337
Rangarthing ytra,0-15,Natives,2011,Males,402
Rangarthing ytra,0-15,Natives,2021,Females,355
Rangarthing ytra,0-15,Natives,2021,Males,424
Rangarthing ytra,16-24,Immigrants,2011,Females,25
Rangarthing ytra,16-24,Immigrants,2011,Males,18
Rangarthing ytra,16-24,Immigrants,2021,Females,43
Rangarthing ytra,16-24,Immigrants,2021,Males,41
Rangarthing ytra,16-24,Natives,2011,Females,172
Rangarthing ytra,16-24,Natives,2011,Males,177
Rangarthing ytra,16-24,Natives,2021,Females,138
Rangarthing ytra,16-24,Natives,2021,Males,174
Rangarthing ytra,25-34,Immigrants,2011,Females,60
Rangarthing ytra,25-34,Immigrants,2011,Males,76
Rangarthing ytra,25-34,Immigrants,2021,Females,80
Rangarthing ytra,25-34,Immigrants,2021,Males,101
Rangarthing ytra,25-34,Natives,2011,Females,163
Rangarthing ytra,25-34,Natives,2011,Males,174
Rangarthing ytra,25-34,Natives,2021,Females,171
Rangarthing ytra,25-34,Natives,2021,Males,180
Rangarthing ytra,35-44,Immigrants,2011,Females,51
Rangarthing ytra,35-44,Immigrants,2011,Males,61
Rangarthing ytra,35-44,Immigrants,2021,Females,81
Rangarthing ytra,35-44,Immigrants,2021,Males,104
Rangarthing ytra,35-44,Natives,2011,Females,126
Rangarthing ytra,35-44,Natives,2011,Males,141
Rangarthing ytra,35-44,Natives,2021,Females,161
Rangarthing ytra,35-44,Natives,2021,Males,178
Rangarthing ytra,45-54,Immigrants,2011,Females,54
Rangarthing ytra,45-54,Immigrants,2011,Males,31
Rangarthing ytra,45-54,Immigrants,2021,Females,65
Rangarthing ytra,45-54,Immigrants,2021,Males,58
Rangarthing ytra,45-54,Natives,2011,Females,159
Rangarthing ytra,45-54,Natives,2011,Males,180
Rangarthing ytra,45-54,Natives,2021,Females,128
Rangarthing ytra,45-54,Natives,2021,Males,124
Rangarthing ytra,55-64,Immigrants,2011,Females,19
Rangarthing ytra,55-64,Immigrants,2011,Males,21
Rangarthing ytra,55-64,Immigrants,2021,Females,46
Rangarthing ytra,55-64,Immigrants,2021,Males,37
Rangarthing ytra,55-64,Natives,2011,Females,134
Rangarthing ytra,55-64,Natives,2011,Males,163
Rangarthing ytra,55-64,Natives,2021,Females,156
Rangarthing ytra,55-64,Natives,2021,Males,175
Rangarthing ytra,65 and over,Immigrants,2011,Females,4
Rangarthing ytra,65 and over,Immigrants,2011,Males,3
Rangarthing ytra,65 and over,Immigrants,2021,Females,13
Rangarthing ytra,65 and over,Immigrants,2021,Males,15
Rangarthing ytra,65 and over,Natives,2011,Females,147
Rangarthing ytra,65 and over,Natives,2011,Males,146
Rangarthing ytra,65 and over,Natives,2021,Females,199
Rangarthing ytra,65 and over,Natives,2021,Males,245
Reykholahreppur,0-15,Immigrants,2011,Females,0
Reykholahreppur,0-15,Immigrants,2011,Males,1
Reykholahreppur,0-15,Immigrants,2021,Females,2
Reykholahreppur,0-15,Immigrants,2021,Males,4
Reykholahreppur,0-15,Natives,2011,Females,35
Reykholahreppur,0-15,Natives,2011,Males,45
Reykholahreppur,0-15,Natives,2021,Females,39
Reykholahreppur,0-15,Natives,2021,Males,60
Reykholahreppur,16-24,Immigrants,2011,Females,1
Reykholahreppur,16-24,Immigrants,2011,Males,1
Reykholahreppur,16-24,Immigrants,2021,Females,10
Reykholahreppur,16-24,Immigrants,2021,Males,11
Reykholahreppur,16-24,Natives,2011,Females,23
Reykholahreppur,16-24,Natives,2011,Males,27
Reykholahreppur,16-24,Natives,2021,Females,18
Reykholahreppur,16-24,Natives,2021,Males,21
Reykholahreppur,25-34,Immigrants,2011,Females,9
Reykholahreppur,25-34,Immigrants,2011,Males,4
Reykholahreppur,25-34,Immigrants,2021,Females,95
Reykholahreppur,25-34,Immigrants,2021,Males,95
Reykholahreppur,25-34,Natives,2011,Females,20
Reykholahreppur,25-34,Natives,2011,Males,28
Reykholahreppur,25-34,Natives,2021,Females,23
Reykholahreppur,25-34,Natives,2021,Males,24
Reykholahreppur,35-44,Immigrants,2011,Females,4
Reykholahreppur,35-44,Immigrants,2011,Males,0
Reykholahreppur,35-44,Immigrants,2021,Females,28
Reykholahreppur,35-44,Immigrants,2021,Males,36
Reykholahreppur,35-44,Natives,2011,Females,15
Reykholahreppur,35-44,Natives,2011,Males,20
Reykholahreppur,35-44,Natives,2021,Females,18
Reykholahreppur,35-44,Natives,2021,Males,28
Reykholahreppur,45-54,Immigrants,2011,Females,1
Reykholahreppur,45-54,Immigrants,2011,Males,0
Reykholahreppur,45-54,Immigrants,2021,Females,10
Reykholahreppur,45-54,Immigrants,2021,Males,7
Reykholahreppur,45-54,Natives,2011,Females,27
Reykholahreppur,45-54,Natives,2011,Males,27
Reykholahreppur,45-54,Natives,2021,Females,16
Reykholahreppur,45-54,Natives,2021,Males,21
Reykholahreppur,55-64,Immigrants,2011,Females,2
Reykholahreppur,55-64,Immigrants,2011,Males,0
Reykholahreppur,55-64,Immigrants,2021,Females,8
Reykholahreppur,55-64,Immigrants,2021,Males,2
Reykholahreppur,55-64,Natives,2011,Females,28
Reykholahreppur,55-64,Natives,2011,Males,29
Reykholahreppur,55-64,Natives,2021,Females,25
Reykholahreppur,55-64,Natives,2021,Males,26
Reykholahreppur,65 and over,Immigrants,2011,Females,2
Reykholahreppur,65 and over,Immigrants,2011,Males,0
Reykholahreppur,65 and over,Immigrants,2021,Females,1
Reykholahreppur,65 and over,Immigrants,2021,Males,2
Reykholahreppur,65 and over,Natives,2011,Females,41
Reykholahreppur,65 and over,Natives,2011,Males,51
Reykholahreppur,65 and over,Natives,2021,Females,46
Reykholahreppur,65 and over,Natives,2021,Males,53
Reykjanesbaer,0-15,Immigrants,2011,Females,35
Reykjanesbaer,0-15,Immigrants,2011,Males,30
Reykjanesbaer,0-15,Immigrants,2021,Females,16
Reykjanesbaer,0-15,Immigrants,2021,Males,15
Reykjanesbaer,0-15,Natives,2011,Females,740
Reykjanesbaer,0-15,Natives,2011,Males,820
Reykjanesbaer,0-15,Natives,2021,Females,825
Reykjanesbaer,0-15,Natives,2021,Males,864
Reykjanesbaer,16-24,Immigrants,2011,Females,18
Reykjanesbaer,16-24,Immigrants,2011,Males,32
Reykjanesbaer,16-24,Immigrants,2021,Females,31
Reykjanesbaer,16-24,Immigrants,2021,Males,32
Reykjanesbaer,16-24,Natives,2011,Females,368
Reykjanesbaer,16-24,Natives,2011,Males,434
Reykjanesbaer,16-24,Natives,2021,Females,392
Reykjanesbaer,16-24,Natives,2021,Males,414
Reykjanesbaer,25-34,Immigrants,2011,Females,55
Reykjanesbaer,25-34,Immigrants,2011,Males,54
Reykjanesbaer,25-34,Immigrants,2021,Females,51
Reykjanesbaer,25-34,Immigrants,2021,Males,112
Reykjanesbaer,25-34,Natives,2011,Females,366
Reykjanesbaer,25-34,Natives,2011,Males,389
Reykjanesbaer,25-34,Natives,2021,Females,385
Reykjanesbaer,25-34,Natives,2021,Males,438
Reykjanesbaer,35-44,Immigrants,2011,Females,41
Reykjanesbaer,35-44,Immigrants,2011,Males,48
Reykjanesbaer,35-44,Immigrants,2021,Females,82
Reykjanesbaer,35-44,Immigrants,2021,Males,106
Reykjanesbaer,35-44,Natives,2011,Females,377
Reykjanesbaer,35-44,Natives,2011,Males,370
Reykjanesbaer,35-44,Natives,2021,Females,400
Reykjanesbaer,35-44,Natives,2021,Males,415
Reykjanesbaer,45-54,Immigrants,2011,Females,29
Reykjanesbaer,45-54,Immigrants,2011,Males,28
Reykjanesbaer,45-54,Immigrants,2021,Females,54
Reykjanesbaer,45-54,Immigrants,2021,Males,79
Reykjanesbaer,45-54,Natives,2011,Females,357
Reykjanesbaer,45-54,Natives,2011,Males,386
Reykjanesbaer,45-54,Natives,2021,Females,367
Reykjanesbaer,45-54,Natives,2021,Males,381
Reykjanesbaer,55-64,Immigrants,2011,Females,13
Reykjanesbaer,55-64,Immigrants,2011,Males,14
Reykjanesbaer,55-64,Immigrants,2021,Females,29
Reykjanesbaer,55-64,Immigrants,2021,Males,39
Reykjanesbaer,55-64,Natives,2011,Females,341
Reykjanesbaer,55-64,Natives,2011,Males,347
Reykjanesbaer,55-64,Natives,2021,Females,367
Reykjanesbaer,55-64,Natives,2021,Males,378
Reykjanesbaer,65 and over,Immigrants,2011,Females,8
Reykjanesbaer,65 and over,Immigrants,2011,Males,4
Reykjanesbaer,65 and over,Immigrants,2021,Females,15
Reykjanesbaer,65 and over,Immigrants,2021,Males,16
Reykjanesbaer,65 and over,Natives,2011,Females,451
Reykjanesbaer,65 and over,Natives,2011,Males,393
Reykjanesbaer,65 and over,Natives,2021,Females,620
Reykjanesbaer,65 and over,Natives,2021,Males,573
Reykjavikurborg,0-15,Immigrants,2011,Females,349
Reykjavikurborg,0-15,Immigrants,2011,Males,378
Reykjavikurborg,0-15,Immigrants,2021,Females,634
Reykjavikurborg,0-15,Immigrants,2021,Males,730
Reykjavikurborg,0-15,Natives,2011,Females,11371
Reykjavikurborg,0-15,Natives,2011,Males,11748
Reykjavikurborg,0-15,Natives,2021,Females,11317
Reykjavikurborg,0-15,Natives,2021,Males,11714
Reykjavikurborg,16-24,Immigrants,2011,Females,808
Reykjavikurborg,16-24,Immigrants,2011,Males,746
Reykjavikurborg,16-24,Immigrants,2021,Females,1230
Reykjavikurborg,16-24,Immigrants,2021,Males,1310
Reykjavikurborg,16-24,Natives,2011,Females,7206
Reykjavikurborg,16-24,Natives,2011,Males,7350
Reykjavikurborg,16-24,Natives,2021,Females,6079
Reykjavikurborg,16-24,Natives,2021,Males,6117
Reykjavikurborg,25-34,Immigrants,2011,Females,1835
Reykjavikurborg,25-34,Immigrants,2011,Males,1715
Reykjavikurborg,25-34,Immigrants,2021,Females,3440
Reykjavikurborg,25-34,Immigrants,2021,Males,4298
Reykjavikurborg,25-34,Natives,2011,Females,7367
Reykjavikurborg,25-34,Natives,2011,Males,7783
Reykjavikurborg,25-34,Natives,2021,Females,7089
Reykjavikurborg,25-34,Natives,2021,Males,7743
Reykjavikurborg,35-44,Immigrants,2011,Females,1289
Reykjavikurborg,35-44,Immigrants,2011,Males,1276
Reykjavikurborg,35-44,Immigrants,2021,Females,2522
Reykjavikurborg,35-44,Immigrants,2021,Males,3273
Reykjavikurborg,35-44,Natives,2011,Females,6303
Reykjavikurborg,35-44,Natives,2011,Males,6566
Reykjavikurborg,35-44,Natives,2021,Females,6364
Reykjavikurborg,35-44,Natives,2021,Males,6708
Reykjavikurborg,45-54,Immigrants,2011,Females,811
Reykjavikurborg,45-54,Immigrants,2011,Males,728
Reykjavikurborg,45-54,Immigrants,2021,Females,1652
Reykjavikurborg,45-54,Immigrants,2021,Males,2033
Reykjavikurborg,45-54,Natives,2011,Females,7013
Reykjavikurborg,45-54,Natives,2011,Males,6954
Reykjavikurborg,45-54,Natives,2021,Females,6024
Reykjavikurborg,45-54,Natives,2021,Males,6054
Reykjavikurborg,55-64,Immigrants,2011,Females,357
Reykjavikurborg,55-64,Immigrants,2011,Males,372
Reykjavikurborg,55-64,Immigrants,2021,Females,892
Reykjavikurborg,55-64,Immigrants,2021,Males,961
Reykjavikurborg,55-64,Natives,2011,Females,6343
Reykjavikurborg,55-64,Natives,2011,Males,6127
Reykjavikurborg,55-64,Natives,2021,Females,6541
Reykjavikurborg,55-64,Natives,2021,Males,6294
Reykjavikurborg,65 and over,Immigrants,2011,Females,319
Reykjavikurborg,65 and over,Immigrants,2011,Males,162
Reykjavikurborg,65 and over,Immigrants,2021,Females,545
Reykjavikurborg,65 and over,Immigrants,2021,Males,419
Reykjavikurborg,65 and over,Natives,2011,Females,8276
Reykjavikurborg,65 and over,Natives,2011,Males,6416
Reykjavikurborg,65 and over,Natives,2021,Females,9656
Reykjavikurborg,65 and over,Natives,2021,Males,8247
Seltjarnarnesbaer,0-15,Immigrants,2011,Females,87
Seltjarnarnesbaer,0-15,Immigrants,2011,Males,81
Seltjarnarnesbaer,0-15,Immigrants,2021,Females,126
Seltjarnarnesbaer,0-15,Immigrants,2021,Males,121
Seltjarnarnesbaer,0-15,Natives,2011,Females,3160
Seltjarnarnesbaer,0-15,Natives,2011,Males,3143
Seltjarnarnesbaer,0-15,Natives,2021,Females,3008
Seltjarnarnesbaer,0-15,Natives,2021,Males,3152
Seltjarnarnesbaer,16-24,Immigrants,2011,Females,138
Seltjarnarnesbaer,16-24,Immigrants,2011,Males,101
Seltjarnarnesbaer,16-24,Immigrants,2021,Females,193
Seltjarnarnesbaer,16-24,Immigrants,2021,Males,181
Seltjarnarnesbaer,16-24,Natives,2011,Females,1709
Seltjarnarnesbaer,16-24,Natives,2011,Males,1654
Seltjarnarnesbaer,16-24,Natives,2021,Females,1562
Seltjarnarnesbaer,16-24,Natives,2021,Males,1574
Seltjarnarnesbaer,25-34,Immigrants,2011,Females,302
Seltjarnarnesbaer,25-34,Immigrants,2011,Males,296
Seltjarnarnesbaer,25-34,Immigrants,2021,Females,410
Seltjarnarnesbaer,25-34,Immigrants,2021,Males,492
Seltjarnarnesbaer,25-34,Natives,2011,Females,1514
Seltjarnarnesbaer,25-34,Natives,2011,Males,1537
Seltjarnarnesbaer,25-34,Natives,2021,Females,1563
Seltjarnarnesbaer,25-34,Natives,2021,Males,1585
Seltjarnarnesbaer,35-44,Immigrants,2011,Females,209
Seltjarnarnesbaer,35-44,Immigrants,2011,Males,228
Seltjarnarnesbaer,35-44,Immigrants,2021,Females,437
Seltjarnarnesbaer,35-44,Immigrants,2021,Males,566
Seltjarnarnesbaer,35-44,Natives,2011,Females,1601
Seltjarnarnesbaer,35-44,Natives,2011,Males,1618
Seltjarnarnesbaer,35-44,Natives,2021,Females,1563
